Sira_ID,API_ID,Urun_Ismi,Urun_Barkodu,Muadil_Barkodlari,Gorsel_Path
9053,156790,OTAMAXIVIR DAMLA 20 ML,8699512011714,[],"[""images/156790/1.jpg""]"
9054,156791,OTAMAXIVIR DAMLA 50 ML,8699512011721,[],"[""images/156791/1.jpg""]"
9055,156796,CANLOX 32 MG/5 MG 28 TB,8699525019905,"[""8699262010241"", ""8699262010241""]","[""images/156796/1.png""]"
9056,156798,BAVENCIO 200 MG/20ML IV INF,8699808770134,[],"[""images/156798/1.jpg""]"
9057,156799,KARDORITM PLUS 5MG/12.5MG 30 TB,8699262090625,[],"[""images/156799/1.png""]"
9058,156801,NATURALNEST IMMYSAMBUCUS 20SASE,8697595877333,[],"[""images/156801/1.png"", ""images/156801/2.png""]"
9059,156802,NATURALNEST COLLAGEN PEP 500/60,8697595877364,[],"[""images/156802/1.png""]"
9060,156803,ALFAGOLD 30 TB.,8681395440514,[],"[""images/156803/1.jpg""]"
9061,156804,NOVOLIFE MEN 30 SASE,8683962381404,[],"[""images/156804/1.jpg""]"
9062,156809,RESOURCE JUNIOR FIBRE VANIL 190,8690632991795,"[""8690632991559"", ""8690632991566"", ""8690632991573"", ""8690632991627"", ""8690632991801"", ""8690632991818"", ""8690632991825""]","[""images/156809/1.png""]"
9063,156810,RESOURCE JUNIOR FIBRE CIKOLA190,8690632991825,"[""8690632991559"", ""8690632991566"", ""8690632991573"", ""8690632991627"", ""8690632991795"", ""8690632991801"", ""8690632991818""]","[""images/156810/1.png""]"
9064,156813,LUTICASS AEROSOL 250/10 120 DOZ,8699525529749,[],"[""images/156813/1.png""]"
9065,156815,BARICUS 50 IU / %1 / %10 100 GR,8699527340052,"[""8699540019614"", ""8699819340678"", ""8699708340475"", ""8699540019614"", ""8699819340678""]","[""images/156815/1.jpg""]"
9066,156816,KOL.J&J BABY MORNING DEW 100 ML,3574661325842,[],"[""images/156816/1.jpg""]"
9067,156818,KOL.J&J BABY DREAM 100 ML,3574661104041,[],"[""images/156818/1.jpg""]"
9068,156819,J.J BABY YAGI ALOELI 500 ML,3574661631318,[],"[""images/156819/1.jpg""]"
9069,156828,GENFLEX 30 FLAKON,8681781036130,[],"[""images/156828/1.jpg""]"
9070,156829,PHYTORELIEF PLUS 30 PASTIL,7640178390409,[],"[""images/156829/1.png"", ""images/156829/2.png""]"
9071,156831,DERECE BEDEN KOLTUK ALT DR.AWEO,8698694560225,[],"[""images/156831/1.jpg""]"
9072,156832,NURSE HAR. BUZZYDERM 20 GR,8699177824476,[],"[""images/156832/1.jpg""]"
9073,156833,SUDA-D D3+K2 LIQUID 30 ML,8681571356592,[],"[""images/156833/1.png""]"
9074,156835,NBTLIFE KUERSETIN (LIPOZOM.)3OK,8680645530463,[],"[""images/156835/1.png""]"
9075,156836,NUTRAXIN COLLAGEN 30 TABLET,8680512630357,[],"[""images/156836/1.png"", ""images/156836/2.png""]"
9076,156837,"CANLOX PLUS 16/5 MG/12,5 MG 28",8699525019820,"[""8699262010265"", ""8699262010265""]","[""images/156837/1.png""]"
9077,156838,RENOLIQUIT K2 VIT 30ML 30 AMPUL,8681781036109,[],"[""images/156838/1.jpg"", ""images/156838/2.jpg""]"
9078,156839,"OXYNAZ %0,01 PEDIATRI BURUN SPR",8682109004039,"[""8680760540040"", ""8680760540040""]","[""images/156839/1.png""]"
9079,156840,CANEPHRON 60 TB,8680952381918,[],"[""images/156840/1.jpg""]"
9080,156854,ENFEROX EASY 90MG 30 TAB,8699680091440,"[""8699074090813"", ""8699540023475"", ""8699543091693"", ""8699578090272"", ""8699074090813"", ""8699540023475"", ""8699738090579"", ""8699543091693""]","[""images/156854/1.jpg"", ""images/156854/2.png"", ""images/156854/3.jpg""]"
9081,156855,ENFEROX EASY 180MG 30 TAB,8699680091433,"[""8699578090289"", ""8699074090837"", ""8699527090896"", ""8699540023482"", ""8699543091709"", ""8699514095019"", ""8699578090289"", ""8699074090837"", ""8699527090896"", ""8699540023482"", ""8699738090586"", ""8699543091709"", ""8699514095019""]","[""images/156855/1.jpg"", ""images/156855/2.jpg"", ""images/156855/3.png""]"
9082,156859,CABOMETYX FILM KAPLI20 MG 30 TB,8699783090449,[],"[""images/156859/1.jpg""]"
9083,156860,CABOMETYX FILM KAPLI40 MG 30 TB,8699783090456,[],"[""images/156860/1.jpg""]"
9084,156861,CABOMETYX FILM KAPLI60 MG 30 TB,8699783090463,[],"[""images/156861/1.jpg""]"
9085,156875,"CANLOX PLUS 16 MG/12,5 MG 28 TB",8699525019837,"[""8699262010272"", ""8699262010272""]","[""images/156875/1.png""]"
9086,156876,SEAQTEN KAPSUL,8680763483269,[],"[""images/156876/1.png""]"
9087,156877,HUMPAVEL 60 KAPSUL,8680763483276,[],"[""images/156877/1.png""]"
9088,156878,PROTAZ 40 MG IV FLK,8681639790016,"[""8680199001877"", ""8680222790129"", ""8682758790017"", ""8699540270022"", ""8680199001877"", ""8680222790129"", ""8682758790017"", ""8699540270022""]","[""images/156878/1.jpg""]"
9089,156879,OSENDE VITAMIN D3 400 IU SPREY,8680133000942,[],"[""images/156879/1.png"", ""images/156879/2.jpg""]"
9090,156882,MICTONORM 5 MG 98 KAPLI TB,8699559120165,[],"[""images/156882/1.jpg""]"
9091,156884,BUVASIN 5MG SPINAL HEAVY AMP,8699844751227,"[""8699874080526"", ""8699874080526""]","[""images/156884/1.jpg""]"
9092,156898,DR THOMSON FISH OIL PORTAKALLI,8697781960788,[],"[""images/156898/1.png""]"
9093,156908,JOYMAX %10 SPRY,8699844512323,"[""8699771001112"", ""8699971170014"", ""8681801510015"", ""8683628950043"", ""8699844510046""]","[""images/156908/1.jpg""]"
9094,156910,"LIDOFAST 40MG /2ML +0,025MG/2ML",8699844750633,"[""8699587751461"", ""8699587751461""]","[""images/156910/1.jpg""]"
9095,156912,VAGI-FLORA RAPID TB,8699708011764,[],"[""images/156912/1.jpg"", ""images/156912/2.jpg""]"
9096,156913,V-FLORA KAPSUL,8699708151804,[],"[""images/156913/1.jpg"", ""images/156913/2.jpg""]"
9097,156914,KONDROMIN ART TB,8699708011719,[],"[""images/156914/1.jpg"", ""images/156914/2.png""]"
9098,156915,OCEAN B COMPLEX 50 KAPSUL,8697595872871,[],"[""images/156915/1.png""]"
9099,156916,OCEAN MICROFER SURUP 250 ML,8697595872840,[],"[""images/156916/1.png"", ""images/156916/2.png""]"
9100,156922,CURENA PROPOLEX 20 ML SPREY,8680244990323,[],"[""images/156922/1.png"", ""images/156922/2.jpg""]"
9101,156925,ZINCO-C PLUS 30 KAPSUL,8699591156146,[],"[""images/156925/1.jpg"", ""images/156925/2.jpg"", ""images/156925/3.png"", ""images/156925/4.jpg""]"
9102,156926,BESTIRON PLUS SURUP 100 ML,8681863200107,[],"[""images/156926/1.png""]"
9103,156927,BESTIRON 30 STICK,8681863200138,[],"[""images/156927/1.png""]"
9104,156928,BEMIDES 14 STICK,8681863200121,[],"[""images/156928/1.jpg""]"
9105,156929,TWIPPY 10 SASE,8681863200114,[],"[""images/156929/1.jpg""]"
9106,156930,VALENS D3 DAMLA 20 ML,8681863200091,[],"[""images/156930/1.jpg""]"
9107,156932,VILDALIP 50 MG 56 TB,8680881019746,"[""8699680010212"", ""8699559010459"", ""8699543011158"", ""8699540021693"", ""8699504012163"", ""8699536011219"", ""8699569011439"", ""8699680010212"", ""8699559010459"", ""8699543011158"", ""8699540021693"", ""8699504012163"", ""8699536011219"", ""8699569011439""]","[""images/156932/1.png"", ""images/156932/2.png""]"
9108,156933,VOONKA COLLAGEN BEAUTY SHAK UZM,8682241302154,[],"[""images/156933/1.png"", ""images/156933/2.jpg""]"
9109,156934,CC TRIPLE 30 KAPSUL,8680434220353,[],"[""images/156934/1.png"", ""images/156934/2.png"", ""images/156934/3.jpg""]"
9110,156937,VELAVIT V-COENZYME Q10 PIPERINE,8682368909090,[],"[""images/156937/1.jpg""]"
9111,156947,KARTIX 90 KAPSUL,8699216520253,[],"[""images/156947/1.jpg"", ""images/156947/2.jpg""]"
9112,156948,LIGONE MCT OIL 200 ML,8699216520246,[],"[""images/156948/1.png"", ""images/156948/2.jpg""]"
9113,156959,PIASCLEDINE 300 MG 30 KAPSUL,8682162000016,"[""8682162000023""]","[""images/156959/1.png""]"
9114,156960,PIASCLEDINE 300 MG 60 KAPSUL,8682162000023,"[""8682162000016""]","[""images/156960/1.png""]"
9115,156961,REDOXONESSENTIAL 1GR TAEF15TR,8699546020461,[],"[""images/156961/1.png"", ""images/156961/2.png"", ""images/156961/3.png""]"
9116,156962,OCEAN IODINE 150 MCG DAMLA 30ML,8697595872857,[],"[""images/156962/1.png""]"
9117,156963,TIXALOR 90 MG 56 FTB,8681428091355,"[""8699527090995"", ""8699536092898"", ""8699525099808"", ""8699786090286"", ""8699543092065"", ""8699514094715"", ""8699527090995"", ""8699536092898"", ""8699525099808"", ""8699786090286"", ""8699543092065"", ""8699514094715""]","[""images/156963/1.png""]"
9118,156965,PREZAMA 30 SASE,8680176001104,[],"[""images/156965/1.png"", ""images/156965/2.png""]"
9119,156971,NEWPEK DARI COMPLEX 60 KAPSUL,8683200695010,[],"[""images/156971/1.jpg"", ""images/156971/2.png""]"
9120,156972,NEWPEK SAW PALMETTO COMPLEX 60K,8683200695003,[],"[""images/156972/1.png"", ""images/156972/2.jpg""]"
9121,156973,NEWVITAL GUNES KREMI 50+SPF 50M,8681227011660,[],"[""images/156973/1.png"", ""images/156973/2.jpg""]"
9122,156974,CAMILLA 90 MG 56 TB,8699536092898,"[""8699527090995"", ""8681428091355"", ""8699525099808"", ""8699786090286"", ""8699543092065"", ""8699514094715"", ""8699527090995"", ""8681428091355"", ""8699525099808"", ""8699786090286"", ""8699543092065"", ""8699514094715""]","[""images/156974/1.png""]"
9123,156975,DESIFEROL PLUS ORAL DAMLA  30ML,8699591590063,[],"[""images/156975/1.png"", ""images/156975/2.png"", ""images/156975/3.png""]"
9124,156978,PAPIVIR 60 TB,8680976030182,[],"[""images/156978/1.jpg"", ""images/156978/2.jpg""]"
9125,156980,ICE OMEGA PLUS 150 ML,8680512360186,[],"[""images/156980/1.png""]"
9126,156981,"SUTESGO 12,5 MG 28 KAP",8699525159809,"[""8681308159427"", ""8699540023260"", ""8681308159427"", ""8699540023260""]","[""images/156981/1.png""]"
9127,156982,SUTESGO 25 MG 28 KAP,8699525159793,"[""8681308159434"", ""8699540023833"", ""8681308159434"", ""8699540023833""]","[""images/156982/1.png""]"
9128,156983,SUTESGO 50 MG 14 KAP,8699525159779,"[""8681308157553"", ""8699540019782"", ""8699519150249"", ""8681308157553"", ""8699540019782""]","[""images/156983/1.png""]"
9129,156984,K2 TRIO 60 TB,8699708011795,[],"[""images/156984/1.jpg""]"
9130,156987,FERIDUN KUNAK DETOXS KAR.BITKI,8682442220257,[],"[""images/156987/1.jpg""]"
9131,156989,DYNAVIT VITAMIN D3 400 IU,8699586594236,[],"[""images/156989/1.png""]"
9132,156990,DYNAVIT VITAMIN D3 600 IU,8699586594243,[],"[""images/156990/1.png""]"
9133,156991,DYNAVIT VITAMIN D3 1000 IU,8699586594250,[],"[""images/156991/1.png""]"
9134,156992,UMBRELLA 20 EFERVESAN TB,8699273571038,[],"[""images/156992/1.jpg""]"
9135,156993,PLENTYFERT 60 FOR MAN TB,8699273570918,[],"[""images/156993/1.png""]"
9136,156994,PLENTYFERT 60 FOR WOMEN TB,8699273570925,[],"[""images/156994/1.png""]"
9137,156995,TESTPLUS TRIBILLUS 60 TABLET,8699273570871,[],"[""images/156995/1.png""]"
9138,156998,ZADE VITAL COREK OTU YAG 150 ML,8690712026935,[],"[""images/156998/1.jpg"", ""images/156998/2.png"", ""images/156998/3.png""]"
9139,157005,ZADE VITAL YER FIST.YAG 150 ML,8690712026966,[],"[""images/157005/1.jpg"", ""images/157005/2.png"", ""images/157005/3.png""]"
9140,157006,FEVERE 25 MG/ML COZELTI,8681117650030,[],"[""images/157006/1.jpg""]"
9141,157009,STONCARE 10 ML DAMLA,8681689328214,[],"[""images/157009/1.png""]"
9142,157010,STONCARE SOFTJEL 60 KAPSUL,8681689328207,[],"[""images/157010/1.png""]"
9143,157011,DERMOSKIN BABYCARE GUNES LOSYON,8697796001162,[],"[""images/157011/1.jpg"", ""images/157011/2.jpg""]"
9144,157018,TOLTERIDEX SR 4 MG 28 TB,8699541170123,"[""8699578174415"", ""8699532178169"", ""8699578174415"", ""8699532178169""]","[""images/157018/1.jpg""]"
9145,157026,LIVEYOURSELF QUERCETIN BERBERIN,8681910223073,[],"[""images/157026/1.jpg""]"
9146,157032,LIFEVIT MOM 30 KAPSUL,8682974982043,[],"[""images/157032/1.jpg""]"
9147,157034,COLLADAY 90 TB,8682974982050,[],"[""images/157034/1.png""]"
9148,157038,EMGALITY 120 MG/ML,8699673954714,[],"[""images/157038/1.png""]"
9149,157048,VOONKA ONE AND ONLY ENERGY 30 T,8682241302727,[],"[""images/157048/1.jpg"", ""images/157048/2.png""]"
9150,157049,TILANTA 90 MG 56 F.TB,8699514094715,"[""8699527090995"", ""8681428091355"", ""8699536092898"", ""8699525099808"", ""8699786090286"", ""8699543092065"", ""8699527090995"", ""8681428091355"", ""8699536092898"", ""8699525099808"", ""8699786090286"", ""8699543092065""]","[""images/157049/1.png""]"
9151,157051,AGRILOR 90 MG 56 TB,8699543092065,"[""8699527090995"", ""8681428091355"", ""8699536092898"", ""8699525099808"", ""8699786090286"", ""8699514094715"", ""8699527090995"", ""8681428091355"", ""8699536092898"", ""8699525099808"", ""8699786090286"", ""8699514094715""]","[""images/157051/1.jpg""]"
9152,157052,BEPANTHOL DERMA YGUN NEM 400 ML,8699546485277,[],"[""images/157052/1.jpg"", ""images/157052/2.jpg""]"
9153,157053,BEPANTHOL DERMA TEMEL NEM 400ML,8699546485260,[],"[""images/157053/1.jpg"", ""images/157053/2.jpg""]"
9154,157054,BEPANTHOL ARINDIRICI JEL 200ML,8699546340071,[],"[""images/157054/1.jpg"", ""images/157054/2.jpg""]"
9155,157055,BEPANTHOL SPF25 GUNLUK 50ML,8699546358908,[],"[""images/157055/1.jpg"", ""images/157055/2.jpg""]"
9156,157056,BEPANTHOL DERMA YOGUN GECE 50ML,8699546358779,[],"[""images/157056/1.jpg"", ""images/157056/2.jpg""]"
9157,157057,ARTHRO DC 30 FLAKON,8681395440491,[],"[""images/157057/1.jpg"", ""images/157057/2.jpg""]"
9158,157062,DR MARCO EMICI KULOT M 30LU ALV,8680131205554,[],"[""images/157062/1.jpg""]"
9159,157068,ALUNBRIG 90+180 BSL PAKET,8699456090189,[],"[""images/157068/1.jpg"", ""images/157068/2.png""]"
9160,157069,ALUNBRIG 30 MG 28 TB,8699456090110,[],"[""images/157069/1.png""]"
9161,157071,LERCIX 20 MG 30 TB,8699525099594,"[""8699559090550"", ""8699738090470"", ""8699559090550"", ""8699738090470""]","[""images/157071/1.png""]"
9162,157072,LERCIX 10 MG 30 TB,8699525099587,"[""8699559090543"", ""8699738090463"", ""8699559090543"", ""8699738090463""]","[""images/157072/1.png""]"
9163,157074,DUOBALANCE PRE 30 STIK/SASE,8680645530470,[],"[""images/157074/1.jpg"", ""images/157074/2.png""]"
9164,157075,VOONKA QUERWELL-C 60 T,8682241302772,[],"[""images/157075/1.png"", ""images/157075/2.jpg""]"
9165,157076,VOONKA COL.BEAUTY ANNAS PLUS 60,8682241302765,[],"[""images/157076/1.jpg""]"
9166,157078,VIAMED 100MG 4 TABLET,8680080090829,"[""8699578090586"", ""8680352090960"", ""8699638094240"", ""8699540093157"", ""8699525093509"", ""8680760090170"", ""8682773010299"", ""8699532095909"", ""8699502091894"", ""8680199090659"", ""8699532090027""]","[""images/157078/1.png""]"
9167,157083,FERRUM HAUSMANN 100MG/5ML 20FLK,8699514590217,"[""8697943590020"", ""8699591650293"", ""8681911650014"", ""8697943590020"", ""8699591650293"", ""8681911650014"", ""8699580210132""]","[""images/157083/1.png"", ""images/157083/2.jpg""]"
9168,157086,NUTRAXIN COLLAGEN 30X11 GR,8680512630814,[],"[""images/157086/1.png"", ""images/157086/2.png""]"
9169,157092,DERMALIX YARA ORTUSU 1 BANT,8699514910015,[],"[""images/157092/1.png"", ""images/157092/2.jpg""]"
9170,157102,NATURALNEST GLUCOSAMINE 60 TB,8697595877371,[],"[""images/157102/1.png"", ""images/157102/2.png""]"
9171,157103,MUPIRON %2 KREM 15 GR.,8680131752065,"[""8699522355426"", ""8699569350132"", ""8680760350069"", ""8699522355426"", ""8699569350132"", ""8680760350069""]","[""images/157103/1.png""]"
9172,157104,SMA OPTIPRO PROBIYOTIK 1-400 GR,8445290937865,[],"[""images/157104/1.png"", ""images/157104/2.png"", ""images/157104/3.png""]"
9173,157106,SMA OPTIPRO PROBIYOTIK 2-400 GR,8445290935120,[],"[""images/157106/1.png"", ""images/157106/2.png"", ""images/157106/3.png""]"
9174,157108,SMA OPTIPRO PROBIYOTIK 3-400 GR,8445290940148,[],"[""images/157108/1.png"", ""images/157108/2.png"", ""images/157108/3.png"", ""images/157108/4.png""]"
9175,157113,SMA COMFORT 3 400 GR,7613287407788,[],"[""images/157113/1.png"", ""images/157113/2.png""]"
9176,157114,BIOXCIN FORTE YOGUN BAK.KITI,8680512630258,[],"[""images/157114/1.png""]"
9177,157115,RESOURCE 2.0 FIBRE CILEK 190 ML,8690632991894,"[""8690632991085"", ""8690632991870"", ""8690632991900""]","[""images/157115/1.png""]"
9178,157120,DEPIGMENTA KREM,8699708350139,[],"[""images/157120/1.jpg"", ""images/157120/2.png""]"
9179,157124,REDOXON PROFESSIONAL TAEF 15 TR,8699546020492,[],"[""images/157124/1.png"", ""images/157124/2.jpg""]"
9180,157125,ELENATAL 2 (STORK) OMEGA BLI 30,8699546190386,[],"[""images/157125/1.jpg"", ""images/157125/2.png"", ""images/157125/3.png""]"
9181,157127,VENATURA PQQ+ALA+COQ10 30SFTJEL,8683229900065,[],"[""images/157127/1.png"", ""images/157127/2.png""]"
9182,157128,VENATURA MG BSGLSNT+STRT+P5P+B6,8683229900058,[],"[""images/157128/1.png"", ""images/157128/2.png""]"
9183,157130,OCEAN OREGANO OIL DAMLA 20 ML,8697595872734,[],"[""images/157130/1.png""]"
9184,157131,OCEAN OREGANO OIL 30 KAPSUL,8697595872895,[],"[""images/157131/1.png""]"
9185,157133,NATURALNEST PROBIOTIC 10 KAP,8697595877388,[],"[""images/157133/1.png"", ""images/157133/2.png""]"
9186,157134,NATURALNEST PROBIOTIC 10 SASE,8697595877395,[],"[""images/157134/1.png"", ""images/157134/2.png""]"
9187,157143,DIS FIR.DIFAS STIL 2 LI YUMUSAK,8690927512216,[],"[""images/157143/1.png""]"
9188,157152,DIS FIR.DIFAS SWETANMALS HAY YU,8690927522604,[],"[""images/157152/1.png""]"
9189,157154,ORCAFIL 5 MG 14 TB,8680199090765,"[""8684263090026"", ""8699971170069"", ""8699680091136"", ""8699673098135"", ""8681880090125"", ""8699738090517"", ""8699673098142"", ""8699738090524"", ""8682773010206"", ""8699540091740"", ""8699540091757"", ""8699525090348"", ""8699525090355"", ""8680352000600"", ""8680352090984"", ""8680352090991"", ""8680199090086"", ""8682773010213"", ""8699514093428"", ""8699514093367"", ""8699514094937""]","[""images/157154/1.png"", ""images/157154/2.png""]"
9190,157155,GOLDEN GOAT 3 DEVAM SUTU 400 GR,9421025232138,[],"[""images/157155/1.jpg"", ""images/157155/2.jpg""]"
9191,157164,HERBION 100 ML SURUP,8683962838083,[],"[""images/157164/1.jpg"", ""images/157164/2.png"", ""images/157164/3.png"", ""images/157164/4.png""]"
9192,157172,GOZ PEDI YETISKIN CANSIN NRKS,8699721532055,[],"[""images/157172/1.jpg""]"
9193,157175,ZADE MINIZA SISTIFIX 150 ML,8690712027086,[],"[""images/157175/1.jpg"", ""images/157175/2.jpg"", ""images/157175/3.png"", ""images/157175/4.jpg"", ""images/157175/5.jpg"", ""images/157175/6.jpg""]"
9194,157176,ZADE MINIZA OMEGA3&YER FIST 150,8690712026867,[],"[""images/157176/1.png"", ""images/157176/2.jpg"", ""images/157176/3.jpg"", ""images/157176/4.jpg"", ""images/157176/5.jpg"", ""images/157176/6.jpg""]"
9195,157177,ZADE MINIZA OMEGA3&COREKOTU 150,8690712026874,[],"[""images/157177/1.jpg"", ""images/157177/2.jpg"", ""images/157177/3.jpg"", ""images/157177/4.jpg"", ""images/157177/5.jpg"", ""images/157177/6.png""]"
9196,157178,ZADE MINIZA OMEGA3 & LIM 150,8690712026898,[],"[""images/157178/1.jpg"", ""images/157178/2.jpg"", ""images/157178/3.png"", ""images/157178/4.jpg"", ""images/157178/5.jpg"", ""images/157178/6.jpg""]"
9197,157179,ZADE MINIZA MULTIVIT & MINAREL,8690712027246,[],"[""images/157179/1.jpg"", ""images/157179/2.jpg"", ""images/157179/3.jpg"", ""images/157179/4.jpg"", ""images/157179/5.png""]"
9198,157180,OCEAN BETAIN HCL+PEPSIN 120 TB,8697595872901,[],"[""images/157180/1.png""]"
9199,157181,VITEROL-D3 60 TABLET,8680150010023,"[""8699525193780"", ""8680131757442"", ""8680199094282"", ""8699591090167"", ""8680150090094""]","[""images/157181/1.jpg""]"
9200,157182,OPTIFIBRE FLORA 10X5 GR,8690632708546,[],"[""images/157182/1.jpg""]"
9201,157183,RIVOCLON 2.5 MG/1 ML COZ 10 ML,8699511592306,[],"[""images/157183/1.png""]"
9202,157184,SOVITAL HAIR VITAMIN 60 GUMMIES,8682851193050,[],"[""images/157184/1.jpg"", ""images/157184/2.jpg"", ""images/157184/3.jpg"", ""images/157184/4.png""]"
9203,157186,DR THOMSON OMEGA 3 KAPSUL,8697781960825,[],"[""images/157186/1.png""]"
9204,157193,FERFULLOX  30 SASE,8683206031218,[],"[""images/157193/1.jpg""]"
9205,157209,SUDA COLLAGEN MULTIFORM 30 SASE,8681571356615,[],"[""images/157209/1.png""]"
9206,157210,SUDA COL. FXONE AROMASIZ 30SASE,8681571356622,[],"[""images/157210/1.png""]"
9207,157211,VENATURA BROMELAIN 60 KAPSUL,8683229900027,[],"[""images/157211/1.png"", ""images/157211/2.png""]"
9208,157212,VENATURA INULIN FRUKTO 30 SASE,8683229900003,[],"[""images/157212/1.png"", ""images/157212/2.png""]"
9209,157213,ROLL BOYUNLUK,8699592822088,[],"[""images/157213/1.jpg""]"
9210,157214,ROLL KOL ASKISI,8699592822095,[],"[""images/157214/1.jpg""]"
9211,157215,ROLL AYAK BILEKLIGI,8699592822101,[],"[""images/157215/1.jpg""]"
9212,157216,ROLL LUMBOSTAD KORSE,8699592822118,[],"[""images/157216/1.jpg""]"
9213,157217,ROLL LUMBOSAKRAL KORSE,8699592822125,[],"[""images/157217/1.jpg""]"
9214,157218,BEVIT-B12 FILM KAPLI 30 TB,8699591090044,"[""8699591090051"", ""8699525097514"", ""8699525091277"", ""8699591090051"", ""8699546095100"", ""8699527090032"", ""8699828090052"", ""8699546099429"", ""8699527090025""]","[""images/157218/1.jpg"", ""images/157218/2.png""]"
9215,157220,VITARGIN MAX 30 TB.,8683148095002,[],"[""images/157220/1.jpg""]"
9216,157221,FOSEMAZON 150 MG IV COZ,8699606866688,[],"[""images/157221/1.jpg""]"
9217,157222,RAPIDER ONARICI BAKIM KR. 50ML,8680014260984,[],"[""images/157222/1.png"", ""images/157222/2.png""]"
9218,157223,RAPIDER CILT BAKIM KR. 50 ML,8680014260977,[],"[""images/157223/1.jpg"", ""images/157223/2.png""]"
9219,157224,CANDITON HA VAJINAL OVUL 5 *2G,8682704982176,[],"[""images/157224/1.png"", ""images/157224/2.png""]"
9220,157226,APTAMIL PREGOMIN SYNEO 400 GR,8699745020453,[],"[""images/157226/1.png""]"
9221,157227,FOLIDEVIT 90 TB.,8681990355145,[],"[""images/157227/1.jpg"", ""images/157227/2.jpg""]"
9222,157229,ECN KAPSUL,8699708151842,[],"[""images/157229/1.jpg"", ""images/157229/2.jpg""]"
9223,157230,ZADE VITAL D3+COREKOTU YAGI 20M,8690712027703,[],"[""images/157230/1.jpg"", ""images/157230/2.jpg"", ""images/157230/3.jpg"", ""images/157230/4.png"", ""images/157230/5.png""]"
9224,157236,CEREBRAMAX KAPSUL,8681593000022,[],"[""images/157236/1.jpg""]"
9225,157239,NOPROST 60 TABLET,8699771000207,[],"[""images/157239/1.jpg""]"
9226,157240,SISTINON 60 TABLET,8699771000221,[],"[""images/157240/1.jpg""]"
9227,157241,GAG 60 TABLET,8699771000214,[],"[""images/157241/1.jpg""]"
9228,157244,DEZIRA COMBI 10MG/7MG 28KAPSUL,8699680170091,[],"[""images/157244/1.png"", ""images/157244/2.jpg"", ""images/157244/3.jpg""]"
9229,157245,DEZIRA COMBI 10MG/14MG 28 TAB,8699680170084,[],"[""images/157245/1.jpg"", ""images/157245/2.png"", ""images/157245/3.jpg""]"
9230,157246,DEZIRA COMBI 10MG/21MG 28KAPSUL,8699680170077,[],"[""images/157246/1.jpg"", ""images/157246/2.png"", ""images/157246/3.jpg""]"
9231,157247,DEZIRA COMBI 10MG/28MG 28KABSUL,8699680170060,[],"[""images/157247/1.jpg"", ""images/157247/2.png"", ""images/157247/3.jpg""]"
9232,157260,BEEO NEMLENDIRICI LIP BALM,8681644702189,[],"[""images/157260/1.jpg""]"
9233,157262,BEEO YOGUN NEM LIP BALM,8681644702196,[],"[""images/157262/1.jpg""]"
9234,157263,FLYNTA 5 MG 28 TB,8699680091136,"[""8684263090026"", ""8699971170069"", ""8699673098135"", ""8681880090125"", ""8699738090517"", ""8699673098142"", ""8699738090524"", ""8682773010206"", ""8699540091740"", ""8699540091757"", ""8699525090348"", ""8699525090355"", ""8680352000600"", ""8680199090765"", ""8680352090984"", ""8680352090991"", ""8680199090086"", ""8682773010213"", ""8699514093428"", ""8699514093367"", ""8699514094937""]","[""images/157263/1.png"", ""images/157263/2.jpg"", ""images/157263/3.jpg""]"
9235,157264,DICLASIL 5 MG 14 FILM KAPLI TAB,8680352090984,"[""8684263090026"", ""8699971170069"", ""8699680091136"", ""8699673098135"", ""8681880090125"", ""8699738090517"", ""8699673098142"", ""8699738090524"", ""8682773010206"", ""8699540091740"", ""8699540091757"", ""8699525090348"", ""8699525090355"", ""8680352000600"", ""8680199090765"", ""8680352090991"", ""8680199090086"", ""8682773010213"", ""8699514093428"", ""8699514093367"", ""8699514094937""]","[""images/157264/1.png""]"
9236,157265,DICLASIL 5 MG 28 FILM KAPLI TAB,8680352090991,"[""8684263090026"", ""8699971170069"", ""8699680091136"", ""8699673098135"", ""8681880090125"", ""8699738090517"", ""8699673098142"", ""8699738090524"", ""8682773010206"", ""8699540091740"", ""8699540091757"", ""8699525090348"", ""8699525090355"", ""8680352000600"", ""8680199090765"", ""8680352090984"", ""8680199090086"", ""8682773010213"", ""8699514093428"", ""8699514093367"", ""8699514094937""]","[""images/157265/1.png""]"
9237,157267,DALIN LIKIT PUDRA 100 ML,8690605062316,[],"[""images/157267/1.jpg""]"
9238,157271,MUSTELA GUNES LOSY SPF 50+100ML,3504105037550,[],"[""images/157271/1.jpg"", ""images/157271/2.png"", ""images/157271/3.png""]"
9239,157272,MUSTELA GUNES LOSY SPF 50+200ML,3504105037567,[],"[""images/157272/1.png"", ""images/157272/2.jpg"", ""images/157272/3.png""]"
9240,157274,DR WAGNER NASOVAN BURUN SPR100,8682960833014,[],"[""images/157274/1.png"", ""images/157274/2.jpg""]"
9241,157279,KIDSTHOL 2-ATICYTO COMPLEX 240M,8680782941221,[],"[""images/157279/1.png"", ""images/157279/2.png""]"
9242,157280,FIBROTHOL 2-ATICYTO COMPLEX 240,8680782940422,[],"[""images/157280/1.png""]"
9243,157284,BROFAR (HASERE) MAXI SPREY NRKS,8690496000039,[],"[""images/157284/1.jpg""]"
