Sira_ID,API_ID,Urun_Ismi,Urun_Barkodu,Muadil_Barkodlari
9051,156783,ZINOMAG FILM KAPLI TABLET,8680150090018,"[""8699591010363"", ""8699591010363""]"
9052,156789,KARVEA DUO 300 MG / 10 MG FILM,8699809098657,"[""8699262090717"", ""8699262090717""]"
9053,156790,OTAMAXIVIR DAMLA 20 ML,8699512011714,[]
9054,156791,OTAMAXIVIR DAMLA 50 ML,8699512011721,[]
9055,156796,CANLOX 32 MG/5 MG 28 TB,8699525019905,"[""8699262010241"", ""8699262010241""]"
9056,156798,BAVENCIO 200 MG/20ML IV INF,8699808770134,[]
9057,156799,KARDORITM PLUS 5MG/12.5MG 30 TB,8699262090625,[]
9058,156801,NATURALNEST IMMYSAMBUCUS 20SASE,8697595877333,[]
9059,156802,NATURALNEST COLLAGEN PEP 500/60,8697595877364,[]
9060,156803,ALFAGOLD 30 TB.,8681395440514,[]
9061,156804,NOVOLIFE MEN 30 SASE,8683962381404,[]
9062,156809,RESOURCE JUNIOR FIBRE VANIL 190,8690632991795,"[""8690632991559"", ""8690632991566"", ""8690632991573"", ""8690632991627"", ""8690632991801"", ""8690632991818"", ""8690632991825""]"
9063,156810,RESOURCE JUNIOR FIBRE CIKOLA190,8690632991825,"[""8690632991559"", ""8690632991566"", ""8690632991573"", ""8690632991627"", ""8690632991795"", ""8690632991801"", ""8690632991818""]"
9064,156813,LUTICASS AEROSOL 250/10 120 DOZ,8699525529749,[]
9065,156815,BARICUS 50 IU / %1 / %10 100 GR,8699527340052,"[""8699540019614"", ""8699819340678"", ""8699708340475"", ""8699540019614"", ""8699819340678""]"
9066,156816,KOL.J&J BABY MORNING DEW 100 ML,3574661325842,[]
9067,156818,KOL.J&J BABY DREAM 100 ML,3574661104041,[]
9068,156819,J.J BABY YAGI ALOELI 500 ML,3574661631318,[]
9069,156828,GENFLEX 30 FLAKON,8681781036130,[]
9070,156829,PHYTORELIEF PLUS 30 PASTIL,7640178390409,[]
9071,156831,DERECE BEDEN KOLTUK ALT DR.AWEO,8698694560225,[]
9072,156832,NURSE HAR. BUZZYDERM 20 GR,8699177824476,[]
9073,156833,SUDA-D D3+K2 LIQUID 30 ML,8681571356592,[]
9074,156835,NBTLIFE KUERSETIN (LIPOZOM.)3OK,8680645530463,[]
9075,156836,NUTRAXIN COLLAGEN 30 TABLET,8680512630357,[]
9076,156837,"CANLOX PLUS 16/5 MG/12,5 MG 28",8699525019820,"[""8699262010265"", ""8699262010265""]"
9077,156838,RENOLIQUIT K2 VIT 30ML 30 AMPUL,8681781036109,[]
9078,156839,"OXYNAZ %0,01 PEDIATRI BURUN SPR",8682109004039,"[""8680760540040"", ""8680760540040""]"
9079,156840,CANEPHRON 60 TB,8680952381918,[]
9080,156854,ENFEROX EASY 90MG 30 TAB,8699680091440,"[""8699074090813"", ""8699540023475"", ""8699543091693"", ""8699578090272"", ""8699074090813"", ""8699540023475"", ""8699738090579"", ""8699543091693""]"
9081,156855,ENFEROX EASY 180MG 30 TAB,8699680091433,"[""8699578090289"", ""8699074090837"", ""8699527090896"", ""8699540023482"", ""8699543091709"", ""8699514095019"", ""8699578090289"", ""8699074090837"", ""8699527090896"", ""8699540023482"", ""8699738090586"", ""8699543091709"", ""8699514095019""]"
9082,156859,CABOMETYX FILM KAPLI20 MG 30 TB,8699783090449,[]
9083,156860,CABOMETYX FILM KAPLI40 MG 30 TB,8699783090456,[]
9084,156861,CABOMETYX FILM KAPLI60 MG 30 TB,8699783090463,[]
9085,156875,"CANLOX PLUS 16 MG/12,5 MG 28 TB",8699525019837,"[""8699262010272"", ""8699262010272""]"
9086,156876,SEAQTEN KAPSUL,8680763483269,[]
9087,156877,HUMPAVEL 60 KAPSUL,8680763483276,[]
9088,156878,PROTAZ 40 MG IV FLK,8681639790016,"[""8680199001877"", ""8680222790129"", ""8682758790017"", ""8699540270022"", ""8680199001877"", ""8680222790129"", ""8682758790017"", ""8699540270022""]"
9089,156879,OSENDE VITAMIN D3 400 IU SPREY,8680133000942,[]
9090,156882,MICTONORM 5 MG 98 KAPLI TB,8699559120165,[]
9091,156884,BUVASIN 5MG SPINAL HEAVY AMP,8699844751227,"[""8699874080526"", ""8699874080526""]"
9092,156898,DR THOMSON FISH OIL PORTAKALLI,8697781960788,[]
9093,156908,JOYMAX %10 SPRY,8699844512323,"[""8699771001112"", ""8699971170014"", ""8681801510015"", ""8683628950043"", ""8699844510046""]"
9094,156910,"LIDOFAST 40MG /2ML +0,025MG/2ML",8699844750633,"[""8699587751461"", ""8699587751461""]"
9095,156912,VAGI-FLORA RAPID TB,8699708011764,[]
9096,156913,V-FLORA KAPSUL,8699708151804,[]
9097,156914,KONDROMIN ART TB,8699708011719,[]
9098,156915,OCEAN B COMPLEX 50 KAPSUL,8697595872871,[]
9099,156916,OCEAN MICROFER SURUP 250 ML,8697595872840,[]
9100,156922,CURENA PROPOLEX 20 ML SPREY,8680244990323,[]
9101,156925,ZINCO-C PLUS 30 KAPSUL,8699591156146,[]
9102,156926,BESTIRON PLUS SURUP 100 ML,8681863200107,[]
9103,156927,BESTIRON 30 STICK,8681863200138,[]
9104,156928,BEMIDES 14 STICK,8681863200121,[]
9105,156929,TWIPPY 10 SASE,8681863200114,[]
9106,156930,VALENS D3 DAMLA 20 ML,8681863200091,[]
9107,156932,VILDALIP 50 MG 56 TB,8680881019746,"[""8699680010212"", ""8699559010459"", ""8699543011158"", ""8699540021693"", ""8699504012163"", ""8699536011219"", ""8699569011439"", ""8699680010212"", ""8699559010459"", ""8699543011158"", ""8699540021693"", ""8699504012163"", ""8699536011219"", ""8699569011439""]"
9108,156933,VOONKA COLLAGEN BEAUTY SHAK UZM,8682241302154,[]
9109,156934,CC TRIPLE 30 KAPSUL,8680434220353,[]
9110,156937,VELAVIT V-COENZYME Q10 PIPERINE,8682368909090,[]
9111,156947,KARTIX 90 KAPSUL,8699216520253,[]
9112,156948,LIGONE MCT OIL 200 ML,8699216520246,[]
9113,156959,PIASCLEDINE 300 MG 30 KAPSUL,8682162000016,"[""8682162000023""]"
9114,156960,PIASCLEDINE 300 MG 60 KAPSUL,8682162000023,"[""8682162000016""]"
9115,156961,REDOXONESSENTIAL 1GR TAEF15TR,8699546020461,[]
9116,156962,OCEAN IODINE 150 MCG DAMLA 30ML,8697595872857,[]
9117,156963,TIXALOR 90 MG 56 FTB,8681428091355,"[""8699527090995"", ""8699536092898"", ""8699525099808"", ""8699786090286"", ""8699543092065"", ""8699514094715"", ""8699527090995"", ""8699536092898"", ""8699525099808"", ""8699786090286"", ""8699543092065"", ""8699514094715""]"
9118,156965,PREZAMA 30 SASE,8680176001104,[]
9119,156971,NEWPEK DARI COMPLEX 60 KAPSUL,8683200695010,[]
9120,156972,NEWPEK SAW PALMETTO COMPLEX 60K,8683200695003,[]
9121,156973,NEWVITAL GUNES KREMI 50+SPF 50M,8681227011660,[]
9122,156974,CAMILLA 90 MG 56 TB,8699536092898,"[""8699527090995"", ""8681428091355"", ""8699525099808"", ""8699786090286"", ""8699543092065"", ""8699514094715"", ""8699527090995"", ""8681428091355"", ""8699525099808"", ""8699786090286"", ""8699543092065"", ""8699514094715""]"
9123,156975,DESIFEROL PLUS ORAL DAMLA  30ML,8699591590063,[]
9124,156978,PAPIVIR 60 TB,8680976030182,[]
9125,156980,ICE OMEGA PLUS 150 ML,8680512360186,[]
9126,156981,"SUTESGO 12,5 MG 28 KAP",8699525159809,"[""8681308159427"", ""8699540023260"", ""8681308159427"", ""8699540023260""]"
9127,156982,SUTESGO 25 MG 28 KAP,8699525159793,"[""8681308159434"", ""8699540023833"", ""8681308159434"", ""8699540023833""]"
9128,156983,SUTESGO 50 MG 14 KAP,8699525159779,"[""8681308157553"", ""8699540019782"", ""8699519150249"", ""8681308157553"", ""8699540019782""]"
9129,156984,K2 TRIO 60 TB,8699708011795,[]
9130,156987,FERIDUN KUNAK DETOXS KAR.BITKI,8682442220257,[]
9131,156989,DYNAVIT VITAMIN D3 400 IU,8699586594236,[]
9132,156990,DYNAVIT VITAMIN D3 600 IU,8699586594243,[]
9133,156991,DYNAVIT VITAMIN D3 1000 IU,8699586594250,[]
9134,156992,UMBRELLA 20 EFERVESAN TB,8699273571038,[]
9135,156993,PLENTYFERT 60 FOR MAN TB,8699273570918,[]
9136,156994,PLENTYFERT 60 FOR WOMEN TB,8699273570925,[]
9137,156995,TESTPLUS TRIBILLUS 60 TABLET,8699273570871,[]
9138,156998,ZADE VITAL COREK OTU YAG 150 ML,8690712026935,[]
9139,157005,ZADE VITAL YER FIST.YAG 150 ML,8690712026966,[]
9140,157006,FEVERE 25 MG/ML COZELTI,8681117650030,[]
9141,157009,STONCARE 10 ML DAMLA,8681689328214,[]
9142,157010,STONCARE SOFTJEL 60 KAPSUL,8681689328207,[]
9143,157011,DERMOSKIN BABYCARE GUNES LOSYON,8697796001162,[]
9144,157018,TOLTERIDEX SR 4 MG 28 TB,8699541170123,"[""8699578174415"", ""8699532178169"", ""8699578174415"", ""8699532178169""]"
9145,157026,LIVEYOURSELF QUERCETIN BERBERIN,8681910223073,[]
9146,157032,LIFEVIT MOM 30 KAPSUL,8682974982043,[]
9147,157034,COLLADAY 90 TB,8682974982050,[]
9148,157038,EMGALITY 120 MG/ML,8699673954714,[]
9149,157048,VOONKA ONE AND ONLY ENERGY 30 T,8682241302727,[]
9150,157049,TILANTA 90 MG 56 F.TB,8699514094715,"[""8699527090995"", ""8681428091355"", ""8699536092898"", ""8699525099808"", ""8699786090286"", ""8699543092065"", ""8699527090995"", ""8681428091355"", ""8699536092898"", ""8699525099808"", ""8699786090286"", ""8699543092065""]"
9151,157051,AGRILOR 90 MG 56 TB,8699543092065,"[""8699527090995"", ""8681428091355"", ""8699536092898"", ""8699525099808"", ""8699786090286"", ""8699514094715"", ""8699527090995"", ""8681428091355"", ""8699536092898"", ""8699525099808"", ""8699786090286"", ""8699514094715""]"
9152,157052,BEPANTHOL DERMA YGUN NEM 400 ML,8699546485277,[]
9153,157053,BEPANTHOL DERMA TEMEL NEM 400ML,8699546485260,[]
9154,157054,BEPANTHOL ARINDIRICI JEL 200ML,8699546340071,[]
9155,157055,BEPANTHOL SPF25 GUNLUK 50ML,8699546358908,[]
9156,157056,BEPANTHOL DERMA YOGUN GECE 50ML,8699546358779,[]
9157,157057,ARTHRO DC 30 FLAKON,8681395440491,[]
9158,157062,DR MARCO EMICI KULOT M 30LU ALV,8680131205554,[]
9159,157068,ALUNBRIG 90+180 BSL PAKET,8699456090189,[]
9160,157069,ALUNBRIG 30 MG 28 TB,8699456090110,[]
9161,157071,LERCIX 20 MG 30 TB,8699525099594,"[""8699559090550"", ""8699738090470"", ""8699559090550"", ""8699738090470""]"
9162,157072,LERCIX 10 MG 30 TB,8699525099587,"[""8699559090543"", ""8699738090463"", ""8699559090543"", ""8699738090463""]"
9163,157074,DUOBALANCE PRE 30 STIK/SASE,8680645530470,[]
9164,157075,VOONKA QUERWELL-C 60 T,8682241302772,[]
9165,157076,VOONKA COL.BEAUTY ANNAS PLUS 60,8682241302765,[]
9166,157078,VIAMED 100MG 4 TABLET,8680080090829,"[""8699578090586"", ""8680352090960"", ""8699638094240"", ""8699540093157"", ""8699525093509"", ""8680760090170"", ""8682773010299"", ""8699532095909"", ""8699502091894"", ""8680199090659"", ""8699532090027""]"
9167,157083,FERRUM HAUSMANN 100MG/5ML 20FLK,8699514590217,"[""8697943590020"", ""8699591650293"", ""8681911650014"", ""8697943590020"", ""8699591650293"", ""8681911650014"", ""8699580210132""]"
9168,157086,NUTRAXIN COLLAGEN 30X11 GR,8680512630814,[]
9169,157092,DERMALIX YARA ORTUSU 1 BANT,8699514910015,[]
9170,157102,NATURALNEST GLUCOSAMINE 60 TB,8697595877371,[]
9171,157103,MUPIRON %2 KREM 15 GR.,8680131752065,"[""8699522355426"", ""8699569350132"", ""8680760350069"", ""8699522355426"", ""8699569350132"", ""8680760350069""]"
9172,157104,SMA OPTIPRO PROBIYOTIK 1-400 GR,8445290937865,[]
9173,157106,SMA OPTIPRO PROBIYOTIK 2-400 GR,8445290935120,[]
9174,157108,SMA OPTIPRO PROBIYOTIK 3-400 GR,8445290940148,[]
9175,157113,SMA COMFORT 3 400 GR,7613287407788,[]
9176,157114,BIOXCIN FORTE YOGUN BAK.KITI,8680512630258,[]
9177,157115,RESOURCE 2.0 FIBRE CILEK 190 ML,8690632991894,"[""8690632991085"", ""8690632991870"", ""8690632991900""]"
9178,157120,DEPIGMENTA KREM,8699708350139,[]
9179,157124,REDOXON PROFESSIONAL TAEF 15 TR,8699546020492,[]
9180,157125,ELENATAL 2 (STORK) OMEGA BLI 30,8699546190386,[]
9181,157127,VENATURA PQQ+ALA+COQ10 30SFTJEL,8683229900065,[]
9182,157128,VENATURA MG BSGLSNT+STRT+P5P+B6,8683229900058,[]
9183,157130,OCEAN OREGANO OIL DAMLA 20 ML,8697595872734,[]
9184,157131,OCEAN OREGANO OIL 30 KAPSUL,8697595872895,[]
9185,157133,NATURALNEST PROBIOTIC 10 KAP,8697595877388,[]
9186,157134,NATURALNEST PROBIOTIC 10 SASE,8697595877395,[]
9187,157143,DIS FIR.DIFAS STIL 2 LI YUMUSAK,8690927512216,[]
9188,157152,DIS FIR.DIFAS SWETANMALS HAY YU,8690927522604,[]
9189,157154,ORCAFIL 5 MG 14 TB,8680199090765,"[""8684263090026"", ""8699971170069"", ""8699680091136"", ""8699673098135"", ""8681880090125"", ""8699738090517"", ""8699673098142"", ""8699738090524"", ""8682773010206"", ""8699540091740"", ""8699540091757"", ""8699525090348"", ""8699525090355"", ""8680352000600"", ""8680352090984"", ""8680352090991"", ""8680199090086"", ""8682773010213"", ""8699514093428"", ""8699514093367"", ""8699514094937""]"
9190,157155,GOLDEN GOAT 3 DEVAM SUTU 400 GR,9421025232138,[]
9191,157164,HERBION 100 ML SURUP,8683962838083,[]
9192,157172,GOZ PEDI YETISKIN CANSIN NRKS,8699721532055,[]
9193,157175,ZADE MINIZA SISTIFIX 150 ML,8690712027086,[]
9194,157176,ZADE MINIZA OMEGA3&YER FIST 150,8690712026867,[]
9195,157177,ZADE MINIZA OMEGA3&COREKOTU 150,8690712026874,[]
9196,157178,ZADE MINIZA OMEGA3 & LIM 150,8690712026898,[]
9197,157179,ZADE MINIZA MULTIVIT & MINAREL,8690712027246,[]
9198,157180,OCEAN BETAIN HCL+PEPSIN 120 TB,8697595872901,[]
9199,157181,VITEROL-D3 60 TABLET,8680150010023,"[""8699525193780"", ""8680131757442"", ""8680199094282"", ""8699591090167"", ""8680150090094""]"
9200,157182,OPTIFIBRE FLORA 10X5 GR,8690632708546,[]
9201,157183,RIVOCLON 2.5 MG/1 ML COZ 10 ML,8699511592306,[]
9202,157184,SOVITAL HAIR VITAMIN 60 GUMMIES,8682851193050,[]
9203,157186,DR THOMSON OMEGA 3 KAPSUL,8697781960825,[]
9204,157193,FERFULLOX  30 SASE,8683206031218,[]
9205,157209,SUDA COLLAGEN MULTIFORM 30 SASE,8681571356615,[]
9206,157210,SUDA COL. FXONE AROMASIZ 30SASE,8681571356622,[]
9207,157211,VENATURA BROMELAIN 60 KAPSUL,8683229900027,[]
9208,157212,VENATURA INULIN FRUKTO 30 SASE,8683229900003,[]
9209,157213,ROLL BOYUNLUK,8699592822088,[]
9210,157214,ROLL KOL ASKISI,8699592822095,[]
9211,157215,ROLL AYAK BILEKLIGI,8699592822101,[]
9212,157216,ROLL LUMBOSTAD KORSE,8699592822118,[]
9213,157217,ROLL LUMBOSAKRAL KORSE,8699592822125,[]
9214,157218,BEVIT-B12 FILM KAPLI 30 TB,8699591090044,"[""8699591090051"", ""8699525097514"", ""8699525091277"", ""8699591090051"", ""8699546095100"", ""8699527090032"", ""8699828090052"", ""8699546099429"", ""8699527090025""]"
9215,157220,VITARGIN MAX 30 TB.,8683148095002,[]
9216,157221,FOSEMAZON 150 MG IV COZ,8699606866688,[]
9217,157222,RAPIDER ONARICI BAKIM KR. 50ML,8680014260984,[]
9218,157223,RAPIDER CILT BAKIM KR. 50 ML,8680014260977,[]
9219,157224,CANDITON HA VAJINAL OVUL 5 *2G,8682704982176,[]
9220,157226,APTAMIL PREGOMIN SYNEO 400 GR,8699745020453,[]
9221,157227,FOLIDEVIT 90 TB.,8681990355145,[]
9222,157229,ECN KAPSUL,8699708151842,[]
9223,157230,ZADE VITAL D3+COREKOTU YAGI 20M,8690712027703,[]
9224,157236,CEREBRAMAX KAPSUL,8681593000022,[]
9225,157239,NOPROST 60 TABLET,8699771000207,[]
9226,157240,SISTINON 60 TABLET,8699771000221,[]
9227,157241,GAG 60 TABLET,8699771000214,[]
9228,157244,DEZIRA COMBI 10MG/7MG 28KAPSUL,8699680170091,[]
9229,157245,DEZIRA COMBI 10MG/14MG 28 TAB,8699680170084,[]
9230,157246,DEZIRA COMBI 10MG/21MG 28KAPSUL,8699680170077,[]
9231,157247,DEZIRA COMBI 10MG/28MG 28KABSUL,8699680170060,[]
9232,157260,BEEO NEMLENDIRICI LIP BALM,8681644702189,[]
9233,157262,BEEO YOGUN NEM LIP BALM,8681644702196,[]
9234,157263,FLYNTA 5 MG 28 TB,8699680091136,"[""8684263090026"", ""8699971170069"", ""8699673098135"", ""8681880090125"", ""8699738090517"", ""8699673098142"", ""8699738090524"", ""8682773010206"", ""8699540091740"", ""8699540091757"", ""8699525090348"", ""8699525090355"", ""8680352000600"", ""8680199090765"", ""8680352090984"", ""8680352090991"", ""8680199090086"", ""8682773010213"", ""8699514093428"", ""8699514093367"", ""8699514094937""]"
9235,157264,DICLASIL 5 MG 14 FILM KAPLI TAB,8680352090984,"[""8684263090026"", ""8699971170069"", ""8699680091136"", ""8699673098135"", ""8681880090125"", ""8699738090517"", ""8699673098142"", ""8699738090524"", ""8682773010206"", ""8699540091740"", ""8699540091757"", ""8699525090348"", ""8699525090355"", ""8680352000600"", ""8680199090765"", ""8680352090991"", ""8680199090086"", ""8682773010213"", ""8699514093428"", ""8699514093367"", ""8699514094937""]"
9236,157265,DICLASIL 5 MG 28 FILM KAPLI TAB,8680352090991,"[""8684263090026"", ""8699971170069"", ""8699680091136"", ""8699673098135"", ""8681880090125"", ""8699738090517"", ""8699673098142"", ""8699738090524"", ""8682773010206"", ""8699540091740"", ""8699540091757"", ""8699525090348"", ""8699525090355"", ""8680352000600"", ""8680199090765"", ""8680352090984"", ""8680199090086"", ""8682773010213"", ""8699514093428"", ""8699514093367"", ""8699514094937""]"
9237,157267,DALIN LIKIT PUDRA 100 ML,8690605062316,[]
9238,157271,MUSTELA GUNES LOSY SPF 50+100ML,3504105037550,[]
9239,157272,MUSTELA GUNES LOSY SPF 50+200ML,3504105037567,[]
9240,157274,DR WAGNER NASOVAN BURUN SPR100,8682960833014,[]
9241,157279,KIDSTHOL 2-ATICYTO COMPLEX 240M,8680782941221,[]
9242,157280,FIBROTHOL 2-ATICYTO COMPLEX 240,8680782940422,[]
9243,157284,BROFAR (HASERE) MAXI SPREY NRKS,8690496000039,[]
9244,157285,BLEFARITTO LENS SOLUSYONU 6*60M,8680145084299,[]
9245,157286,BLEFARITTO LENS SOLUSYONU 60ML,8680145084381,[]
9246,157288,"LEVMONT 2,5/4 MG 30 SASE",8699976251329,"[""8699527080156"", ""8699976081216""]"
9247,157293,PROCERTIN 30 SASE WOMEN,8683148095033,[]
9248,157294,PROCERTIN 30 SASE MEN,8683148095026,[]
9249,157295,TIODIK 600 MG 30 FILM KAPLI TAB,8699569092506,"[""8699566096002"", ""8680881094064"", ""8698856090270"", ""8699514010913"", ""8699828091271"", ""8680199098471"", ""033984000544"", ""8699566096002"", ""8680881094064"", ""8698856090270"", ""8699514010913"", ""8699828091271"", ""8680199098471""]"
9250,157298,LUTICASS AEROSOL 50/5 120 DOZ,8699525529725,[]
9251,157299,WELLCARE MAGNE B6 200/10MG 30TB,8699680010274,[]
9252,157300,WELLCARE MAGN B6 200/10MG 60TB,8699680010250,[]
9253,157305,BIOBABY YENI DOGAN SAMPUAN200ML,8680512630234,[]
9254,157307,ROLL EMICI KOMPRES 7.5X7.5 25,28684382901887,[]
9255,157308,ROLL EMICI KOMPRES 7.5X7.5 50,38684382901884,[]
9256,157309,ROLL EMICI KOMPRES 7.5X7.5 100,48684382901881,[]
9257,157312,ROLL EMICI KOMP.7.5X7.5 EKO100-,8699592822286,[]
9258,157313,NEWVIT VITAMIN D3 600 IU DAMLA,8682125462134,[]
9259,157314,SALVELOX Y.BAN.SUYA DAYANIK 14,7310610010652,[]
9260,157315,SALVELOX Y.BAN.KESILEBILEN 100,8470003740098,[]
9261,157322,SALVELOX Y.BAN.HIZLI IYILESE 12,8470002358461,[]
9262,157323,SALVELOX Y.BAN.SEVIMLI COCUK 20,7310610020354,[]
9263,157324,SALVELOX Y.BAN.S.KAHRA COCUK20-,7310610017408,[]
9264,157325,SALVELOX Y.BAN.HAY.DOS.COCUK 20,7310610012762,[]
9265,157326,SALVELOX Y.BAN.ESNEK DAY.BEZ 20,8470003686969,[]
9266,157327,SALVELOX Y.BAN.SEFFAF 20,8470002323636,[]
9267,157330,SALVELOX Y.BAN.TOPUK VURUK 6,8470001575531,[]
9268,157334,OCEAN 5-HTP 100 MG 30 KAP,8697595872864,[]
9269,157336,OCEAN L-TEANIN 200 MG 30 KAP,8697595872932,[]
9270,157337,DAY2DAY COL.ELASTIN(ALLBOD 100,8697595872987,[]
9271,157343,BEPANTHOLEYE NEM.GOZ DAM. TEKLI,8699546610037,[]
9272,157344,BEPANTHOLEYE NEM.GOZ DAM. COKLU,8699546610044,[]
9273,157345,ALLER-MAX BURUN SPREYI 15 ML,8680176000350,[]
9274,157346,NBTLIFE MAGNEFFER P5P 30 SASE,8680645530487,[]
9275,157347,NBTLIFE MAGNEFFER P5P 60 SASE,8680645530494,[]
9276,157349,VENATURA GLISIN 150 GR.,8683229900096,[]
9277,157351,SPAZZI 60 / 300 MG 40 KAP,8699525150226,"[""8699543190044"", ""8699543190020"", ""8699543190044"", ""8699543190020""]"
9278,157370,"OFTAMYCIN-DX %0,3+%0,1 GOZ MRH",8699525440013,[]
9279,157371,KALEIDON FAST MELT 6 SASE,8699832250268,[]
9280,157372,LIZIK 40 MG 50 TB.,8684090010037,"[""8699578010713"", ""8699578010690"", ""8699809014008"", ""8699578010713"", ""8699578010690"", ""8699809014008""]"
9281,157373,TAZACNE %01 KREM,8681990009024,"[""8699738350697"", ""8699738350703"", ""8681801350161"", ""8699738350697"", ""8681801350161""]"
9282,157378,DERMODICOS PLUS CREAM 30 ML,8680145084749,[]
9283,157379,DYNAVIT VITAMIN C +D+ CINKO 20,8699586024450,[]
9284,157382,QUIXX COLD 100 ML SURUP,8699832570014,[]
9285,157384,PURE ACTIVE COMPLEX BTL 30 CAP,8690632993386,[]
9286,157386,PURE B COMPLEX BTL 30 CAP,8690632993270,[]
9287,157387,PURE BROMELAIN 2400 BTL 30 CAP,8690632993454,[]
9288,157389,PURE CO Q10 120MG BTL 30 CAP,8690632993485,[]
9289,157390,PURE CRANBERRY NS BTL 30 CAP,8690632993348,[]
9290,157391,PURE CURCUMIN 500 BTL 30 CAP,8690632993294,[]
9291,157393,PURE DAILY PROBIOTIC 30 CAP,8690632993584,[]
9292,157395,PURE IRON-C BTL 30 CAP,8690632993324,[]
9293,157398,PURE L-GLUTAMINE POWDER BTL,8690632993546,[]
9294,157399,PURE LIPOIC ACID BTL 60 CAP,8690632993515,[]
9295,157400,PURE MAGNESIUM BTL 60 CAP,8690632993508,[]
9296,157401,PURE METABOLIC XTRA BTL 60 CAP,8690632993553,[]
9297,157402,PURE MINERAL 650A BTL 90 CAP,8690632993539,[]
9298,157404,PURE OSTEO COMPLEX BTL 30 CAP,8690632993577,[]
9299,157406,PURE RDCD GLUTATHION 60 CAP,8690632993522,[]
9300,157407,PURE RESVERATROL BTL 30 CAP,8690632993331,[]
9301,157408,PURE SELENIUM BTL 30 CAP,8690632993317,[]
9302,157410,PURE VITALITY COMPLEX 30 CAP,8690632993393,[]
9303,157411,RECTAZIN REKTAL 4MG 60 ML SUSPA,8682773061017,"[""8680760920019"", ""8699586912047"", ""8680400771292"", ""8681807005188"", ""8680760920019"", ""8681801921989"", ""8699586912047"", ""8681801920999"", ""8680400771292"", ""8681807005188""]"
9304,157412,PURE VITAMIN C BUF BTL 30 CAP,8690632993416,[]
9305,157413,PURE VITAMIN D 25MCG BTL 30 CAP,8690632993300,[]
9306,157414,PURE ZINC 15 BTL 30 CAP,8690632993461,[]
9307,157416,VENATURA PROPOLIS DAMLA 30 ML,8683229900225,[]
9308,157417,VENATURA KARNIYARIK OTU 100 KAP,8683229900232,[]
9309,157418,VENATURA SELENYUM 90 TB.,8683229900201,"[""8683229900508""]"
9310,157421,WELLKID CALCIUM LIQUID,5021265251407,[]
9311,157426,DESAL 40 MG 12 TB,8699578010713,"[""8684090010037"", ""8699578010690"", ""8699809014008"", ""8684090010037"", ""8699578010690"", ""8699809014008""]"
9312,157428,OCEAN GREEN TEA 500 MG 60 KAP,8697595872949,[]
9313,157429,OCEAN EXTRAMAG 250 MG 30 SASE,8697595873038,[]
9314,157430,OCEAN D-RIBOZ 5000 MG 30 SASE,8697595872512,[]
9315,157431,OCEAN PASSIFLORA SURUP 150 ML,8697595872918,[]
9316,157433,LISTERINE GAR.DISETI KORUMA 250,3574661673813,[]
9317,157434,LISTERINE GAR.DISETI KORUMA 500,3574661845937,[]
9318,157435,LISTERINE GAR.AWHITE H.TAT 1000,3574661491936,[]
9319,157436,LISTERINE GAR.TOTALCARE 1000,3574661731940,[]
9320,157438,ZATERON 250 MG 120 TB,8699828091479,"[""8699593015304"", ""8699650012260"", ""8685025010016"", ""8699514011606"", ""8699586013331"", ""8699525019776""]"
9321,157439,VOONKA VITC GLUTATHNE COMPLX EF,8682241302857,[]
9322,157440,VOONKA SAMBUCUS NGRA PROPLIS EF,8682241302864,[]
9323,157444,AVENT GOGUS PEDI 24 LU,8710103867678,[]
9324,157445,AVENT GOGUS PEDI 60 LI,8710103867708,[]
9325,157447,IXIFI 100 MG 1/15ML,8681308771018,"[""8680614140112"", ""8699593791031"", ""8680614140112""]"
9326,157448,MERIOFERT 75 IU FLK,8680426040297,"[""8680426040310"", ""8680426040303"", ""8697621790704"", ""8699777950285"", ""8699777950278"", ""8699777950292"", ""8680426040303"", ""8680426040020""]"
9327,157449,MERIOFERT 150 IU FLK,8680426040303,"[""8680426040327"", ""8680426040297"", ""8699777950285"", ""8699777950278"", ""8699777950292"", ""8680426040297"", ""8680426040020""]"
9328,157462,VENATURA COREKOTU YAGI 60 KAP.,8683229900218,[]
9329,157463,VENATURA VIT D3 1000 IU SP 20ML,8683229900133,[]
9330,157464,VENATURA VIT D3 400 IU SP 20 ML,8683229900157,[]
9331,157465,VENATURA VIT D3 600 IU SP 20 ML,8683229900140,[]
9332,157466,MM12 CIGNEME 30 TB.,8697601561508,[]
9333,157467,MAGNEWO 30 SASE,8697601561515,[]
9334,157468,ISOSOURCE JUNIOR MIX 500 ML,8690632247359,[]
9335,157469,"EXCALIBA PLUS 40/10/12,5MG 28TB",8699832090734,[]
9336,157470,EXCALIBA PLUS 40/10/25MG 28 TB,8699832090758,[]
9337,157471,CLOZARIL %1 + %5 JEL 25 GR,8699514340126,"[""8681728340016"", ""8699580340037"", ""8680186490097"", ""8699522348855"", ""8681728340016"", ""8699580340037"", ""8680186490097"", ""8699522348855""]"
9338,157472,OCEAN SAW PALMETTO 350MG 60 KAP,8697595872994,[]
9339,157473,STRATH IMMUN 40 TB.,7610715000931,[]
9340,157479,BISOLDUO SURUP 100 ML,8683060570076,[]
9341,157480,ENTEROGERMINA 6BN ODG 9 SASE,8683060240023,[]
9342,157485,NATES MAGNEZYUM SITRAT 30 TB.,8683649337809,[]
